,title,artist,album,album_image,BPM,Camelot,lyrics
94,Lunar Eclipse,The Vaccines,Pick-Up Full Of Pink Carnations,https://i.scdn.co/image/ab67616d0000485160132c5b3ece63840914cf51,172,9B,i could dream i won you back cos new york 's an insomniac it would n't even know where it should look but i just need a little time to fatten up the fish i 'm frying so how about you let me off the hook i 'm in trouble again really in for it ai n't i nearly died on the 10 now i do n't feel like the same look what you started is this what you wanted you took me to the desert and left me there haunted now i do n't really know if i deserve redemption but i do n't need another reason making me feel bad oh no why ca n't we just be ourselves when it does wonders for your health and all you 've got to do is take it slow time starts burning at both ends and pocket dialing famous friends and acting like there 's somewhere else to go i 'm in trouble again really in for it ai n't i nearly died on the fence now i do n't feel like the same look what you started is this what you wanted you took me to the desert and left me there haunted now i do n't really know if i deserve redemption but i do n't need another reason making me feel bad oh no look what you started is this what you wanted you took me to the desert and left me there haunted now i do n't really know if i deserve redemption but i do n't need another reason making me feel bad oh no we took a trip under the lunar eclipse the road fell and twisted into cracks in our lips started with nothing but we ended like this out on a trip under the lunar eclipse
95,Discount De Kooning (Last One Standing),The Vaccines,Pick-Up Full Of Pink Carnations,https://i.scdn.co/image/ab67616d0000485160132c5b3ece63840914cf51,152,8B,"maybe we should keep on dancing maybe we should keep on dancing i feel like something good is gon na happen do n't care if i 'm the last one standing i 've been thinking about all the times you used to fill my streets until i got deserted like i 'm boarded up with nowhere to eat maybe i 'm looking for a willem de kooning at the discount store i would buy anything , try anything , take anything to feel some more it 's gon na eat me up it 's gon na eat me up so maybe we should keep on dancing maybe we should keep on dancing i feel like something good is gon na happen do n't care if i 'm the last one standing even if the song 's all gone and it 's the end of the world no , nothing 's gon na stop us , gon na stop us now so we should keep on dancing maybe we should keep on dancing on and on started filling up the cracks in the calendar with discontent double checking junk to see where the apologies went the best thing that i had since records began i would do anything , take anything , i 'm so machiavellian it 's gon na eat me up it 's gon na eat me up do n't know what i 'll do now my luck is all spent and i wish i had you here , tell me what it all meant to get to grips serenading the apocalypse but maybe we should keep on dancing maybe we should keep on dancing i feel like something good is gon na happen do n't care if i 'm the last one standing even if the song 's all gone and it 's the end of the world no , nothing 's gon na stop us , gon na stop us now so we should keep on dancing maybe we should keep on dancing on and on i 've tried to move on but nothing compares i 'm ready for anything , i 'm not going anywhere i 'm playing it cool but i 'm so damn scared and i 'm ready for anything , i 'm not going anywhere so maybe we should keep on dancing maybe we should keep on dancing i feel like something good is gon na happen do n't care if i 'm the last one standing even if the song 's all gone and it 's the end of the world no , nothing 's gon na stop us , gon na stop us now so we should keep on dancing maybe we should keep on dancing on and on i feel like something good is gon na happen do n't care if i 'm the last one standing"
96,Primitive Man,The Vaccines,Pick-Up Full Of Pink Carnations,https://i.scdn.co/image/ab67616d0000485160132c5b3ece63840914cf51,164,9B,"even when you get hurt you do n't ever feel pain you 're committed to a good time all i do is i complain i wan na feel better as soon as i can and i want you of course but it just never goes to plan there is gold in the mouth of the silvery sky with a head full of ice and a drink in its eye as i vomit your primitive man i promise you i 'm changing , i am and my love flickers but it remains i 'm at your wedding now you 're not taking my name i do n't wan na go down i do n't wan na decline hey no worries if we do though all my favourite people die i wan na get better as soon as i can and you know me of course i just do n't know who i am there is gold in the mouth of the silvery sky with a head full of dread and a drink in its eye as i vomit your primitive man i promise you i 'm changing , i am and my love flickers but it remains i 'm at your wedding now you 're not taking my name as i vomit your primitive man i promise you i 'm changing , i am and my love flickers but it remains i 'm at your wedding now still do n't know why i came"
97,Sunkissed,The Vaccines,Pick-Up Full Of Pink Carnations,https://i.scdn.co/image/ab67616d0000485160132c5b3ece63840914cf51,123,3B,"you said , suck my blood out your middle finger . '' hearts of glass , start to give you splinters act like i remind you of the winter dammit you 're so cold talk that way , it 's like you got a death wish if you died , we 'd all just call you selfish get so low but like it when you 're devilish do n't i i was sold we were lying on the grass in reality we were surfing down a wave of anxiety we were hiding from the air filling up our lungs as the sunkissed kissed us with tongues the wind ran through our forever hair with its hands pressed up against us almost everywhere and our skin kept getting hotter as we came undone we were sunkissed sunkissed with tongues we were so in love , we booked into the hilton grew my beard to look like dennis wilson stayed six weeks , the world would never listen honey what a blast tangled up somewhere in the bedsheets ate my words and i gave you the best seats went so fast , the time was like an athlete funny never lasts i saw the truth as it came into view , that i 'd only seen from afar we 're sorry sir but if you 're not a guest then we ca n't let you drink at the bar we were lying on the grass in reality we were surfing down a wave of anxiety we were hiding from the air filling up our lungs as the sunkissed kissed us with tongues the wind ran through our forever hair with its hands pressed up against us almost everywhere and our skin kept getting hotter as we came undone we were sunkissed sunkissed with tongues and i fell asleep on you with the man who fell to earth still an hour from the end you began to feel afraid but you were n't allowed to smoke so you held me like cement"
98,Another Nightmare,The Vaccines,Pick-Up Full Of Pink Carnations,https://i.scdn.co/image/ab67616d0000485160132c5b3ece63840914cf51,150,11B,you announced to the stadium that you knew that you were leaving and you 'd never come back even for love it was n't enough and now you 're living by whatever you 've read if you wanted to escape then you should have just said '' go to rome for the week '' 'cause you never went there with me i was trying to smile but got blood on the tiles it was taken away with the evidence i thought i was awake must have been a mistake now you 've run out of patience i do n't wan na wait a year to feel better taking everything to forget ya living in echoes so mellow another nightmare i do n't want the hate and anger they gave me all the pills and percocets daily numbing and running to nothing just another nightmare if i ran then i did n't get far just a little plus one to the really big star mothering me begging you not to leave roll your eyes and you call me bruce wayne say with all my years of therapy i should be mark twain will i know when i 'm dead if you beckon me back to bed i was trying to smile but got blood on the tiles it was taken away with the evidence should n't talk about that fell asleep on your lap as you ran out of patience i do n't wan na wait a year to feel better taking everything to forget ya living in echoes so mellow another nightmare i do n't want the hate and anger they gave me all the pills and percocets daily numbing and running to nothing just another nightmare they do n't have to look like you do if they know i do n't wan na wait a year to feel better taking everything to forget ya living in echoes so mellow another nightmare i do n't want the hate and anger they gave me all the pills and percocets daily numbing and running to nothing just another nightmare
99,Love To Walk Away,The Vaccines,Pick-Up Full Of Pink Carnations,https://i.scdn.co/image/ab67616d0000485160132c5b3ece63840914cf51,80,8A,"all night , all night waiting for you inside , outside gated and behind the bars i 'm waiting for you all night baby all night you said we should go get coffee tell me you do n't need nobody heard it before photocopy you 're so sad , so what , we 're all sad sweet thing i hope that you find that feeling how come you 're always leaving you love to walk away how are you sleeping it do n't looking like you 've been eating we both know where this is leading you love to walk away you love to walk away all night , all night waiting for you three flights , dehydrated and send cars they all keep waiting for you all night baby all night you said we should go get coffee tell me you do n't need nobody heard it before photocopy you 're so sad , so what , we 're all sad sweet thing i hope that you find that feeling how come you 're always leaving you love to walk away how are you sleeping it do n't looking like you 've been eating we both know where this is leading you love to walk away you love to walk away how are you sleeping it do n't looking like you 've been eating we both know where this is leading you love to walk away you love to walk away"
100,The Dreamer,The Vaccines,Pick-Up Full Of Pink Carnations,https://i.scdn.co/image/ab67616d0000485160132c5b3ece63840914cf51,160,10B,"i was never gon na leave you twisted i was never gon na leave you there , yeah with your mother and a child that i did n't wan na know we were bleeding out our beautiful noses we were bleeding on our beautiful clothes we were weaving in and out of edgar allan poe , ohohoh somewhere , someone must have been watching hey there , i wish somebody was watching us i know the night has got two faces there 's one that runs and one that chases but if it caught you in between then i would wait for you in dreams right at the edges of your answers somewhere underneath your laughter and if you wan na know what it all means then i am here for you in dreams i was always gon na be your ending i was always gon na meet you there , yeah at the centre of attention right before close i was managing your expectations on a pickup full of pink carnations you were begging me to cure the sickness of a rose , ohohoh somewhere , someone must have been watching hey there , do you wish somebody was watching us i know the night has got two faces there 's one that runs and one that chases but if it caught you in between then i would wait for you in dreams right at the edges of your answers somewhere underneath your laughter and if you wan na know what it all means then i am here for you in dreams i know the night has got two faces there 's one that runs and one that chases but if it caught you in between then i would wait for you in dreams right at the edges of your answers somewhere underneath your laughter and if you wan na know what it all means then i am here for you in dreams"
101,Anonymous in Los Feliz,The Vaccines,Pick-Up Full Of Pink Carnations,https://i.scdn.co/image/ab67616d0000485160132c5b3ece63840914cf51,148,8B,"last night you got in my eye line feels like it was a lifetime i got in your head ran my fingers through all your anger wrapped around like an anchor held us by a thread and i know it 's not your fault , gave it everything you had can you see it 's not my fault from where you 're at baby , do n't forget when you 're famous love 's anonymous , faceless so show yourself to me and come on back for me waiting at the end of the century i ca n't sleep with a memory so show yourself to me and come on back for me first kiss drawing blood like it 's lipstick using it like a mystic tell me who you 've been my arms start to look like a crossroads we 're the only ones lost though buried in between but i know it 's not your fault , there was only one way out can you see it 's not my fault from where you 're at baby , do n't forget when you 're famous love 's anonymous , faceless so show yourself to me and come on back for me waiting at the end of the century i ca n't sleep with a memory so show yourself to me and come on back for me come on back for me come on back for me baby , do n't forget when you 're famous love 's anonymous , faceless so show yourself to me and come on back for me waiting at the end of the century i ca n't sleep with a memory so show yourself to me and come on back for me"
102,It Won't Always Be Like This,Inhaler,It Won't Always Be Like This,https://i.scdn.co/image/ab67616d0000485175ddb38ec65fcbef1b51038f,128,12A,"girl , you know this ai n't love i 'm just a bedlam beggar with nothing to do it 's on you and oh what else can i do you say that you 're not around and you do n't wan na be found well , i wan na be the best at what i do oh what about you oh what about you play me like a record , baby spin me around , turn me upside down you do n't want me to i 'll pull the covers right up over your head you 're in my head it wo n't always be like this , be like this i 'm dead , honey , i 'll be dead it wo n't always be like this , always be like this and you know it ai n't cool walking 'round and 'round in circles after you broken and bruised oh what else can i do play me like a record , baby spin me around , turn me upside down you do n't want me to pull the covers right up over your head you 're in my head it wo n't always be like this ah , honey , i 'll be dead when i 'm dead it wo n't always be like this , always be like this always be like this oh , now you know oh , now you know oh , now you know now you know now you know oh you 're in my head , in my head it wo n't always be like this ah , honey , i 'll be dead when i 'm dead it wo n't always be like this , oh"
103,My Honest Face,Inhaler,It Won't Always Be Like This,https://i.scdn.co/image/ab67616d0000485175ddb38ec65fcbef1b51038f,160,7B,"i could be elvis on a tuesday night one , two , three , four , five , alright i can look good in a certain light so do n't look too close at me tonight and honey i could play the joker my made up smile broke your heart last night no , no , no , i did n't want to hurt you but there 's just a certain culture when you 're young , when you 're young baby , i 'll take you to an honest place darling , i just ca n't find my honest face my honest face i could be a killer , gon na get you whacked one , two , three , four , five in the back and you have to get up to try and get out of hand it 's all working out just like i planned and honey i can play the hater acting like i hated her last night no , no , no , i did n't want to hurt you but there 's just a certain culture when you 're young , call it fun baby , i 'll take you to an honest place darling , i just ca n't find my honest face my honest face iiii wan na be up on tv , yeah kkkkill the fear i wan na , wan na , wan na , wan na , wan na i wan na be on tv , yeah i wan na be kkkkill the fear kkkkill the fear kkkill , i wan na , wan na , wan na baby , i 'll take you to an honest place darling , i just ca n't find my honest face it 's all over the place it 's all over the place"
104,Slide Out The Window,Inhaler,It Won't Always Be Like This,https://i.scdn.co/image/ab67616d0000485175ddb38ec65fcbef1b51038f,184,12A,"oh , i live with the world like you would with an ex i 'm checking in where she 's checking out next she makes moves deep in my head burning a hole right down in my chest like a morning just slide out the window till the dawning just slide out the window she waits for the end wearing a sundress we were growing up now we 're growing apart like the mornings just slide out the window till the dawning just slide out the window you got ta slide oh , you got ta slide oh , you got ta slide you got ta slide when seasons change and it gets dark we 'll own sunrise hold your breath and cross your heart i 'll take you there like the morning just slide out the window till the dawning just slide out the window you got ta slide got ta slide you got ta slide slide you got ta slide got ta slide slide slide"
105,Cheer Up Baby,Inhaler,It Won't Always Be Like This,https://i.scdn.co/image/ab67616d0000485175ddb38ec65fcbef1b51038f,143,4B,"when i think of all the things i did n't do oh , i ca n't help but blame it on you oh , how to cure these february blues you know it 's not too late she said either way oh oh all you do cheer up , baby you 're not on your own oh , she said all you do cheer up , baby you 're not on your own sinking like a stone and i lie in my bed under the covers oh , never ever to be discovered oh , and you walked into my room to offer me a better view like i had no clue oh all you do cheer up , baby you 're not on your own oh , she said all you do cheer up , baby you 're not on your own sinking like a stone did you meet someone else are they more than a friend i do n't know what you meant are we close to the end all you do cheer up , baby you 're not on your own you 're sinking like a stone cheer up , baby cheer up , baby cheer up , baby cheer up , baby you 're not on your own you 're sinking like a stone"
106,A Night On The Floor,Inhaler,It Won't Always Be Like This,https://i.scdn.co/image/ab67616d0000485175ddb38ec65fcbef1b51038f,170,8A,"oh , this for you all lovers and your kids you might not like it and might call me a bitch this for all you sinners , saved by saints god bless the madness of the fifty states this , all you dreamers who dream in bed where are you going when you lay your head all you mothers ca n't believe your eyes pull up the covers and make it a night on the floor with you all night spend a night on the floor on the other side oh , this for all you people who want what 's mine i 'm on my knees , just tell me where i sign and all you teachers under your desks i ca n't believe they have n't cleaned up that mess oh no oh oh oh oh , oh let 's spend a night on the floor with you all night let 's spend a night on the floor with the other side yeah , i 'm just trying to let go and not pick up the phone but it keeps letting me know i 'm not here on my own , my own , my own my own , my own"
107,My King Will Be Kind,Inhaler,It Won't Always Be Like This,https://i.scdn.co/image/ab67616d0000485175ddb38ec65fcbef1b51038f,100,9A,"how many times i have to love you baby touch the ground when you 're feeling down you walk around like you own this town do you think of me as i 'm thinking of you you lost your mind 'cause i 've lost mine and she says i 've got no love i fucking hate that bitch 'cause she takes and she takes she wo n't give in and they love and they love but i still do n't fit in oh no , no she says i 've got no love i fucking hate that bitch and she takes and she takes she wo n't give in and they love and they love but i still do n't fit in oh , my , my and they love and they love but i do n't fit in i 've lost my mind but my king will be kind i 've lost my mind i know my king will be kind my king will be kind"
108,When It Breaks,Inhaler,It Won't Always Be Like This,https://i.scdn.co/image/ab67616d0000485175ddb38ec65fcbef1b51038f,146,7A,what 's it gon na take for this storm to break you do n't know what you 've got until it 's taken away i 'm not too scared to turn and face it while i 'm just waking up it 's chchchanging i like this feeling i 'm not dreaming anymore upstairs is leaking we 're gon na have to kick in the door and when it breaks i know you 're gon na be there i know you 're gon na be there a storm 's hanging over this place you 're gon na wan na see it when it breaks i know we 're gon na be there i know we 're gon na be there i wan na see your beautiful face you know i 'm gon na be there when it breaks when it breaks how much does it ache when your bones break it seems so hard to tell what 's real or fake ca n't let this moment go to waste i love this feeling we 're not dreaming anymore i know you 're gon na be there i know you 're gon na be there a storm 's hanging over this place you 're gon na wan na see it when it breaks i know we 're gon na be there we 're all gon na be there we 'll see your beautiful face you know i 'm gon na be there when it breaks like paris in '45 the whole world 's waiting to come alive i know you 're gon na be there i know you 're gon na be there when it breaks i know you 're gon na be there i know we 're gon na be there such a beautiful place i know i 'm gon na be there when it breaks i know we 're gon na be there imagine what we 'll see there statues down in every town you 're gon na see it when it breaks you 're gon na see it when it breaks you 're gon na see it
109,Who's Your Money On? (Plastic House),Inhaler,It Won't Always Be Like This,https://i.scdn.co/image/ab67616d0000485175ddb38ec65fcbef1b51038f,126,4A,"i was just getting to know you when i turned my back did i miss my chance you almost slipped through my hands oh , we could go around to a friend 's house and get stoned we can talk about things we never say when we 're alone who 's your money on who you gon na put your money on who 's gon na keep you alive i 'll put myself on the line i know that you can feel it i built my walls too high not tryna scare you off i 've just been hiding in my head for so long oh , we could go around to a friend 's house and get stoned i wan na tell you some things i could never really tell you before who 's your money on who you gon na put your money on who 's gon na keep you alive i 'll put myself on the line i owe you more than i had you can tell me the cost i should have taken your hand somewhere i got lost without you , the odds are not in my favour we 've got everything to lose and everything to play for you know how it goes this plastic house ai n't built to last things are just like they always are we melt like ice in your hands it wo n't last time will pass the thunder comes on so fast who 's your money on this plastic house is built on sand"
110,Totally,Inhaler,It Won't Always Be Like This,https://i.scdn.co/image/ab67616d0000485175ddb38ec65fcbef1b51038f,97,3B,"oh i am totally blind you are totally deaf when i ask for a smoke you 've only got one left we talk until the sun comes up but still ca n't relate you play the same song over again do n't turn it up i do n't want to hear it i said why does it hurt me so much oh tell me why does it hurt me so much i could be totally mad you could be going insane i think you live in a dream you say i 'm empty and vain and when the sun comes up i know what you 're gon na say that after all this time i 'm not yours , you 're not mine i 'm still sitting here and i do n't wan na leave oh tell me why does it hurt me so much oh tell me why does it hurt me so much if i could i would take full control of it all you know you do n't even mean that much , so why ca n't i just let go oh tell me why maybe i 'll never know so tell me why does it hurt me so much oh tell me why does it hurt me so much"
111,Strange Time To Be Alive,Inhaler,It Won't Always Be Like This,https://i.scdn.co/image/ab67616d0000485175ddb38ec65fcbef1b51038f,64,8B,"life , what a strange time to be alive life , what a strange time to be alive life , what a strange time to be alive"
112,In My Sleep,Inhaler,It Won't Always Be Like This,https://i.scdn.co/image/ab67616d0000485175ddb38ec65fcbef1b51038f,138,9A,"mornings out the window days lost at the tip of a finger passing out no space to free your head in my dreams i do n't know where i am i do n't care in my sleep in my sleep oh , in my sleep in my sleep i warned you you 're tender when you turn off it feels so much better and your feelings ca n't see in the dark take me to the end in my sleep oh , in my sleep when i need attention have you in a tenth of a second lights go down and i drift in to sleep when i dream i just fall at your feet i do n't care in my sleep in my sleep oh , in my sleep in my sleep i warned you you 're tender when you turn off it feels so much better and your feelings ca n't see in the dark take this moment i 'll meet you there meet you there meet you there meet you there in my sleep in my sleep oh , in my sleep and my feelings oh , oh , ohohohohohoh"
113,Just To Keep You Satisfied,Inhaler,Cuts & Bruises,https://i.scdn.co/image/ab67616d00004851d2e39ea289f5cdc3a2c1ae13,115,1B,"it was early in the morning the first day of the week i could n't face the faces in my personality maybe i 'll be stronger maybe i 'm a freak maybe i 'll be faithful even if i was a cheat i said lala , lala , la , la angels falling by your side lala , lala , la , la just to keep you satisfied oh , honey , honey , honey breaking through the seams sticking to the ceiling by the bottoms of our feet later in the summer i sit beside the sea i 'm looking at your picture and it 's looking back at me i said , oh , lala , lala , la , la angels falling by your side lala , lala , la , la just to keep you satisfied lala , lala , la , la lala , lala , la , la just to keep you satisfied lala , lala , la , la angels falling by your side lala , lala , la , la just to keep you satisfied oohooh oohooh oohooh oohooh i 'll keep you satisfied i 'll keep you satisfied"
114,Love Will Get You There,Inhaler,Cuts & Bruises,https://i.scdn.co/image/ab67616d00004851d2e39ea289f5cdc3a2c1ae13,96,5A,"i 'm not dead i 'm feeling so alive yeah , there 's a deadly desire hanging high over my head i could n't reach it too busy waiting on a moment and i tried so hard to forget you could only be a silhouette you got to slow down , my friend love will get you there love will get you there if you hold on , my friend love will get you there love will get you there and it rains harder if you deny it and slowly falls through the cracks in your mind when you 're hanging on for dear life oh , i could n't reach it too busy waiting on a moment and i tried so hard to forget you could only be a silhouette yeah , you got to slow down , my friend love will get you there love will get you there if you hold on , my friend love will get you there love will get you there love will get you there i took you to a place i know you 've been before but love will get you there oh , it 's gon na pick you up right up off the floor love will get you there it 's gon na get you there yeah , yeah yeah , yeah yeah , yeah you got to you got to slow down , my friend love will get you there love will get you there if you hold on , my friend love will get you there love will get you there oh , oh , oh , oh oh , oh , oh , oh love will get you there it 's gon na get you there"
115,So Far So Good,Inhaler,Cuts & Bruises,https://i.scdn.co/image/ab67616d00004851d2e39ea289f5cdc3a2c1ae13,100,8B,"well i 'm feeling good but you 're on to me i guess it just feels like my only friend is my enemy i guess it still feels like lately i 've been dancing around you but i ca n't think straight been avoiding your name just to get some space ai n't it such a shame we got so close so far so good in and out of phase and i 'm out of key holding a foot in my door you think i love what you do to me i guess i 'll tell you what it feels like lately i 've been dancing around you but i ca n't think straight been avoiding your name just to get some space ai n't it such a shame we got so close so far so good , yeah you 're so far you 're so far from getting close to me you 're so you 're so far you 're so far from getting close to me you 're so lately i 've been dancing around you but i ca n't think straight been avoiding your name just to get some space ai n't it such a shame we got so close so far so good hey , hey so good so good"
116,These Are The Days,Inhaler,Cuts & Bruises,https://i.scdn.co/image/ab67616d00004851d2e39ea289f5cdc3a2c1ae13,140,11A,"i 'm stranded here again , another friday night turn up the music , black out the lights best kinda scene , i should n't have been bandits in charge of the silver machine one of our friends is along for the ride hangin ' from the window , out of his mind i do n't want my luck to fall at my feet do n't wan na feel a thing , just wan na hear you scream , yeah these are these are the days that follow you home these are the days that kiss you on your broken nose these are the days , i do n't miss the feeling of being alone these are the days , these are the days we were breakin ' the limit , then we broke down turned to the left to some noname town everybody 's got a dream , i like it best when i 'm in it comin ' round the corner , i 'll be there in a minute and i 'm comin ' up on somethin ' sweet i 'm leavin ' with the first person i meet i 'm holdin ' out , i 'm hangin ' on for that moment where it all goes wrong , yeah these are these are the days that follow you home these are the days that kiss you on your broken nose these are the days , i do n't miss the feeling of being alone these are the days , these are the days they said we can do anything we want for a while they say and tell you to behave with a smile do n't turn do n't turn and run away do n't hide 'cause we can do anything we want for a while i think we 're gon na be okay yeah , i think we 're gon na be okay these are these are the days that follow you home these are the days that kiss you on your broken nose these are the days , i do n't miss the feeling of being alone these are the days , these are the days these days i think we 're gon na be okay"
117,If You’re Gonna Break My Heart,Inhaler,Cuts & Bruises,https://i.scdn.co/image/ab67616d00004851d2e39ea289f5cdc3a2c1ae13,93,8B,"we woke up faded from the shape of the night could n't find the words could n't find the light we got caught in the tide and the shore was on the other side there 's no other way around up or down when the sun shines on my insides if you 're gon na break my heart smash it to pieces 'cause i 'm not gon na need it as much as i do right now right now i showed you mercy you gave me murder i got your ten tonne monkey jumping up on my back we got caught in the ride of being young and alive there 's no other way around up or down but some nights yeah , that 's alright if you 're gon na break my heart smash it to pieces 'cause i 'm not gon na need it as much as i do right now if you 're gon na break my heart smash it to pieces 'cause i 'm not gon na need it as much as i do right now say what you 're gon na say anyway nothing really means as much as you do i should be on my way but i ca n't help waiting for you to come and break my heart and smash it to pieces 'cause i 'm not gon na need it as much as i do right now if you 're gon na break my heart smash it to pieces 'cause i 'm not gon na need it as much as i do right now right now as much as i do right now oh , as much as i do right now as much as i do right now as much as i do right now as much as i do"
118,Perfect Storm,Inhaler,Cuts & Bruises,https://i.scdn.co/image/ab67616d00004851d2e39ea289f5cdc3a2c1ae13,97,8B,"in a different time in a different space still want you in my head still want you in my face when we do n't get on when we get it wrong to you i 'll say there 's something in the room with us tonight something in the way you roll your eyes night is just as cold as day is warm jump into the waves in your perfect storm oh , oh , oh , oh oh , oh , oh , oh oh , oh , oh , oh oh , oh , oh , oh as advertised a vacancy to play the part was something wrong right from the start do not touch if you 've not bought there 's something in the house i hear noises in the walls yeah phone the exorcist wake me when he calls there 's something so why are we trying to kill something that 's been so good i ca n't explain it now so wait there 's something in the room with us tonight it 's caught between the dawn and morning light something that you said that drove it home left me underneath in your perfect storm something that you said that changed the tide tangled in the weight of our own lies is everything we had as good as gone lying in the wreck of your perfect storm oh , oh , oh , oh oh , oh , oh , oh oh , oh , oh , oh oh , oh , oh , oh"
119,Dublin in Ecstasy,Inhaler,Cuts & Bruises,https://i.scdn.co/image/ab67616d00004851d2e39ea289f5cdc3a2c1ae13,152,8B,"what are you thinking , my love over there in the arms of somebody is all your dreaming about standing next to me we were young and amused now we 're dancing to a tune we ca n't be who we used to be dublin in ecstasy we got high from time to time i recalled the shiver running down my spine i can see the city in the glass of your eye and when you take your shot i 'll be there this time this time where the arc lights used to dampen and die we were never thinking much only sometimes we got high from time to time i recalled the shiver running down my spine i can see the city in the glass of your eye and when you take your shot i 'll be there this time dublin in ecstasy i only want to speak if you have the time i only wan na fight if it 's for your life i only wan na speak if you have the time not just a friend of a friend of mine oh , oh , oh , oh oh , oh , oh , oh oh , oh , oh , oh oh , oh , oh , oh ohoh , ohoh"
120,When I Have Her On My Mind,Inhaler,Cuts & Bruises,https://i.scdn.co/image/ab67616d00004851d2e39ea289f5cdc3a2c1ae13,165,11A,"i 'm walking by where i first met you i 'm saying hello but i do n't wan na forget we let the summer burn through the month of november we used to fly so high from what i remember you can try but i wo n't care we can drive for miles but only she can get me there and all your signs i 'm glad they do n't lead me anywhere i do n't wan na burn out , baby so why ca n't i stay a while when i have her on my mind on my mind time goes by still it wo n't move me and the words i should have found came to me too slowly you 're trying your best to please somebody no one said it would be hard but goodbyes are never easy you can try but i wo n't care we can drive for miles but only she can get me there and all your signs i 'm glad they do n't lead me anywhere i do n't wan na burn out , baby so why ca n't i stay a while when i have her on my mind on my mind you say you never saw it coming but you ai n't got that thing she has i know enough about it take me as i am or leave here fast i do n't wan na hear about it got the wrong place at the right time you know why , but you ca n't win yeah , you know she 's on my mind all the time yeah , you know when i have her on my mind yeah , you know when i have her on my mind when i have her on my mind"
121,Valentine,Inhaler,Cuts & Bruises,https://i.scdn.co/image/ab67616d00004851d2e39ea289f5cdc3a2c1ae13,165,6B,"i got a bone to pick with you but do n't worry , i 'm not mad there 's something great about us , but i should 've took a step back from that fuzzy feeling stuck on the end of your line they say you got a dangerous hook assures me i 'll be fine be my valentine come on , spell it out be my yeah , be my valentine you could never shoot me down we got nothing to do settle into my cage until the wind blows me through ride into your wave i need you on good days and on the bad ones too they say you 're hard to please , but i 'll still give myself to you be my valentine come on , spell it out well , be my be my valentine you can try to shoot me down you could never shoot me down ooh , ooh ooh , ooh be my oh , be my valentine come on , spell it out oh , be my oh , be my valentine do n't let me down you could never shoot me down ooh , ooh ooh , ooh oh , be my yeah , be my valentine and let them try to shoot us down you could never shoot me down"
122,The Things I Do,Inhaler,Cuts & Bruises,https://i.scdn.co/image/ab67616d00004851d2e39ea289f5cdc3a2c1ae13,174,4B,"you ca n't say i lost myself if you do n't know me at all yes , there 's still a bitter taste hiding under my tongue and i 'm just waiting for the night we both get down on our knees how much does forgiveness really count on days like these you say a lot of things and act so wise in spite of all the joy you still terrorise you still need me but it 's just because of you i still do n't know why i do the things why i do the things i do i still do n't know why i do the things you say it 's meaningless to look the other way i 'm begging for a hand to get me out of this place because i 'll take this armageddon to the grave so can we fix this love of ours it 's getting late i ca n't see straight you say a lot of things and act so wise in spite of all the joy you still terrorise you still need me but it 's just because of you i still do n't know why i do the things why i do the things i do i still do n't know why i do the things you say a lot of things and act so wise in spite of all the joy you still terrorise you still need me you still need me you still need me but it 's just because of you i still do n't know why i do the things i do the things i do i still do n't know it 's just because of you i still do n't know why i do the things why i do the things i do i still do n't why i do the things why i do the things i do i do , i do do the things i do i still do n't know why i do these things"
123,Now You Got Me,Inhaler,Cuts & Bruises,https://i.scdn.co/image/ab67616d00004851d2e39ea289f5cdc3a2c1ae13,112,5A,"you felt like a kid when you heard that sound for the first time like a song at the back of your head it was your little secret now you got me wherever you want me do i want you to say it back because we ca n't stay let 's run away , oh now you got me where you want me 'cause you know now you got me where you want me it 's just about seven o'clock now you got me where you want me ahahah i just want to let you know take me down to the place by the beach where we dreamed our days away say the word and i 'll be there love wo n't tear us apart i do n't know what i would do nothing could drag me away , away from you where you can drown your fear and i 'll be there for the taking now you got me where you want me 'cause you know now you got me where you want me , oh it 's just about seven o'clock now you got me where you want me ahahah i just want to let you know i 'll go with you yeah , anywhere when lightning strikes i 'm hypnotised yeah , say it 'cause now you got me where you want me 'cause you know now you got me where you want me , oh it 's just about seven o'clock now you got me where you want me ahahah i just want to let you know which is nowhere i 'd be nowhere i 'd be nowhere nowhere"
124,Open Wide,Inhaler,Open Wide,https://i.scdn.co/image/ab67616d00004851cef2111200e1ef69a320d81e,120,8B,"messed up in bed dreams held us higher we swore that nothing could come and free us when it 's too hard to stretch out over wire the need for silence slowly killing you i do n't need these ties as much as i need freedom from you you got your arms out open wide you say come on baby , take a look i 'll stay with you when you are cruel to the violent thoughts in your head but sometimes you 'll do much worse you ca n't reverse the beautiful things you said yeah , in blue jeans , the faded color 'cause we wear them always yeah , we trampled on holy ground so you could throw your toys out of the crib and i 'll hold down these ties as much as i want freedom from you you got your arms out open wide you say come on baby , take a look '' i 'll stay with you when you are cruel to the violent thoughts in your head sometimes you 'll do much worse you ca n't reverse the beautiful things you said yeah love is a terror , when they stick together love is a terror if it 's all forever love is a terror got my arms out open wide got my arms out open wide yeah , arms out open wide come on baby take a look inside i 'll stay with you when you are cruel to the violent thoughts in your head but sometimes you 'll do much worse you ca n't reverse the beautiful things you said got my arms out open wide you got your arms out open wide your arms out open wide your arms out open wide"
