song_id,title,artist,album,album_image,BPM,Camelot,lyrics
282,Brick By Brick,Arctic Monkeys,Suck It and See,https://i.scdn.co/image/ab67616d00004851cb44038b22f3d8a5e4e62d5a,132,10B,"I wanna build you up (Brick by brick)
I wanna break you down (Brick by brick)
I'm gonna reconstruct (Brick by Brick)
I wanna feel your love

Brick by brick (Ahhhhhh)
Brick by brick (Ahhhhhh)

I wanna steal your soul (Brick by brick)
I wanna rock and roll (Brick by Brick)
I wanna rock and roll (Brick by brick)
I wanna rock and roll

Brick by brick (Ahhhhhh)
Brick by brick (Ahhhhhh)

I want a brick by brick (Brick by brick)
I want a blow by blow (Brick by brick)
I want an episode (Brick by brick)
I want a brick by brick, by brick, by

Brick by brick (Ahhhhhh)
Brick by brick (Ahhhhhh)
Brick by brick (Ahhhhhh)
Brick by brick (Ahhhhhh)"
283,The Hellcat Spangled Shalalala,Arctic Monkeys,Suck It and See,https://i.scdn.co/image/ab67616d00004851cb44038b22f3d8a5e4e62d5a,130,1B,"Just when things are getting complicated
In the eye of the storm
She flicks a red hot revelation
Off the tip of her tongue
It does a dozen somersaults
And leaves you supercharged
Makes me wanna blow the candles out
Just to see if you glow in the dark

Shalalala
Shalalala
Shalalala
Shalalala

Home sweet home
Home sweet home
Home sweet booby trap
I took the batteries out my mysticism
And put them in my thinking cap
She's got a telescopic hallelujah
Hanging up on the wall
For when it gets too complicated
In the eye of the storm

Shalalala
Shalalala
Shalalala
Shalalala

And in a Hellcat-spangled cavern
When your judgment's on the run
And you're acting like a stranger
'Cause you thought it looked like fun
And did you ever get the feeling
That these are things she's said before
Her steady hands may well have done
The Devil's pedicure
What you waiting for
Sing another fucking shalalala

Shalalala
Shalalala
Shalalala"
284,Don't Sit Down 'Cause I've Moved Your Chair,Arctic Monkeys,Suck It and See,https://i.scdn.co/image/ab67616d00004851cb44038b22f3d8a5e4e62d5a,120,11B,"Break a mirror
Roll the dice
Run with scissors
Through a chip pan fire fight
Go into business with a grizzly bear
But just don't sit down 'cause I've moved your chair

Find a well known hard man
And start a fight
Wear your shellsuit
On bonfire night
Fill in a circular hole with a peg that's square
But just don't sit down 'cause I've moved your chair

Ooh... Yeah yeah yeah [x2]

Bite the lightning
And tell me how it tastes
Kung Fu fighting
On your rollerskates
Do the Macarena in the devil's lair
But just don't sit down 'cause I've moved your chair

Ooh... Yeah yeah yeah [x3]"
285,Library Pictures,Arctic Monkeys,Suck It and See,https://i.scdn.co/image/ab67616d00004851cb44038b22f3d8a5e4e62d5a,97,3B,"I'm in a vest

Library pictures of the quickening canoe
The first of its kind to get to the moon
Trust some ellipses to chase you round the room
Through curly straws and metaphors and goo!

Been watching all the neon blossom flickering
You look as if you've all forgotten where you've been
We're going riding through the thunder suckle fuzz canyon
10, 9, 8, 7, 6, 5, 4, 3, 2, 1

Library pictures of the quickening canoe
The first of it's kind to get to the moon
Give me an eanie, meanie minie mo
Or an ip, dip, dog shit rock and roll"
286,All My Own Stunts,Arctic Monkeys,Suck It and See,https://i.scdn.co/image/ab67616d00004851cb44038b22f3d8a5e4e62d5a,127,10B,"Caricatures of your wrecking ball gown
In my mind all the time

I wanna be in that damsel patterned alley
Where you go for a smoke

And sorrow slow dances
The phones are lighting up
Taking no chances
Close but never close enough

Been watching cowboy films
On gloomy afternoons
Tinting the solitude
Put on your dancing shoes
And show me what to do
I know you've got the moves

All my own stunts
High noon has changed its tune
Linking arms, sinking hearts

And sorrow slow dances
Around the edges of her eyes
Taking no chances
The last one out to win a prize

Been watching cowboy films
On gloomy afternoons
Tinting the solitude
Put on your dancing shoes
And show me what to do
I know you've got the moves

'Cause I'm from High Green
I'm from High Green"
287,Reckless Serenade,Arctic Monkeys,Suck It and See,https://i.scdn.co/image/ab67616d00004851cb44038b22f3d8a5e4e62d5a,128,10B,"Topless models doing semaphore
Wave their flags as she walks by and get ignored
Illuminations on a rainy day
When she walks, her footsteps sing a reckless serenade

I've been trying to figure out exactly what it is I need
Called up to listen to the voice of reason
And got the answering machine

The type of kisses where teeth collide
When she laughs, the heavens hum a stun-gun lullaby
Those twinkling vixens with the shining spiral eyes
Their hypnosis goes unnoticed when she's walking by

I've been trying to figure out exactly what it is I need
Called up to listen to the voice of reason
And got his answering machine
I left my message, but did he fuck get back to me
And now I'm stuck, still wondering how it's meant to be
Singing a reckless serenade, reckless serenade
Reckless serenade, reckless serenade

Reckless serenade, reckless serenade
Reckless serenade"
288,Piledriver Waltz,Arctic Monkeys,Suck It and See,https://i.scdn.co/image/ab67616d00004851cb44038b22f3d8a5e4e62d5a,110,12B,"I etched a face of a stopwatch
On the back of a raindrop
And did a swap for the sand in an hourglass

I heard an unhappy ending
It sort of sounds like you leaving
I heard the piledriver waltz
It woke me up this morning

You look like you've been for breakfast
At the Heartbreak Hotel
And sat in the back booth
By the pamphlets and the literature
On how to lose
Your waitress was miserable
And so was your food
If you're gonna try and walk on water
Make sure you wear your comfortable shoes

Mysteries flashing amber
Go green when you answer
But the red on the rest of the questionnaire
Never changes

I heard the news that you're planning
To shoot me out of a cannon
I heard the piledriver waltz
It woke me up this morning

You look like you've been for breakfast
At the Heartbreak Hotel
And sat in the back booth
By the pamphlets and the literature
On how to lose
Your waitress was miserable
And so was your food
If you're gonna try and walk on water
Make sure you wear your comfortable shoes

Ohh, piledriver"
289,Love is a Laserquest,Arctic Monkeys,Suck It and See,https://i.scdn.co/image/ab67616d00004851cb44038b22f3d8a5e4e62d5a,170,1B,"Do you still feel younger than you thought you would by now
Or darling have you started feeling old yet?
Don't worry I'm sure that you're still breaking hearts
With the efficiency that only youth can harness

And do you still think love is a laserquest
Or do you take it all more seriously?
I've tried to ask you this in some daydreams that I've had
But you're always busy being make believe

And do you look into the mirror to remind yourself you're there
Or have somebody's goodnight kisses got that covered?
When I'm not being honest I pretend that you were just some lover

Now I can't think of there without thinking of you
I doubt that comes as a surprise
And I can't think of anything to dream about
I can't find anywhere to hide
And when I'm hanging on by the rings around my eyes
And I convince myself I need another
For a minute it gets easier to pretend that you were just some lover

When I'm pipe and slippers and rocking chair
Singing dreadful songs about summer
Will I've found a better method of pretending you were just some lover?
Will I've found a better method of pretending you were just some lover?"
290,Suck It and See,Arctic Monkeys,Suck It and See,https://i.scdn.co/image/ab67616d00004851cb44038b22f3d8a5e4e62d5a,128,12B,"Your love is like a studded leather headlock
Your kiss it could put creases in the rain
You're rarer than a can of dandelion and burdock
And those other girls are just postmix lemonade

Suck it and see you never know
Sit next to me before I go
Jigsaw women with horror movie shoes
Be cruel to me cause I'm a fool for you

I poured my aching heart into a pop song
I couldn't get the hang of poetry
That's not a skirt girl that's a sawn off shotgun
And I can only hope you've got it aimed at me

Suck it and see you never know
Sit next to me before I go
Jigsaw women with horror movie shoes
Be cruel to me cause I'm a fool for you

Blue moon girls from once upon a Shangri-La
How I often wonder where you are
You have got that face that just says
""Baby, I was made to break your heart""

Suck it and see, you never know
Sit next to me before I go
Go, go, go
Jigsaw women with horror movie shoes
Be cruel to me cause I'm a fool for you"
291,That's Where You're Wrong,Arctic Monkeys,Suck It and See,https://i.scdn.co/image/ab67616d00004851cb44038b22f3d8a5e4e62d5a,136,12B,"A pussyfooting setting sun
Make a wish that weighs a tonne
There are no handles for you to hold
And no understanding where it goes

Jealousy in technicolor
Fear by name than love by numbers
Street lamp amber wanderlust
Powder in a blunderbuss

She looks as if she's blowing a kiss at me
And suddenly the sky is a scissor
Sitting on the floor with a tambourine
Crushing up a bundle of love
Don't take it so personally
You're not the only one
That time's got it in for honey
That's where you're wrong

All the old flames fastened on
Make a wish that weighs a tonne
There are no handles that you can hold
And no understanding where it goes

She looks as if she's blowing a kiss at me
And suddenly the sky is a scissor
Sitting on the floor with a tambourine
Crushing up a bundle of love
Don't take it so personally
You're not the only one
That time's got it in for honey
That's where you're wrong
That's where you're wrong
That's where you're wrong"
292,West Hills - Abridged,The Killers,Pressure Machine (Abridged),https://i.scdn.co/image/ab67616d0000485130cfd1f4e913506fbe6960ac,170,5A,"I was born right here in Zion, God's own son
His Holy Ghost stories and bloodshed never scared me none
While they bowed their heads on Sunday
I cut out through the hedges and fields
Where the light could place its hands on my head
In the west hills

Free in the west hills
Free in the west hills

She's got two full-grown children, one still on the vine
And once I got to know him I loved him like he was mine
Some nights we drive up the mouth of the canyon
On hillbilly heroin pills
We get out and watch the sunset
Peaceful and still

And free in the west hills
Free in the west hills

When the sheriff kicked my door down
I was sleeping in my own bed
And the mess I got caught up in
Rained hard down on my head
They got me for possession of them hillbilly heroin pills
Enough to kill the horses that run free in the west hills
They got me for possession of enough to kill the horses that run

Free in the west hills
Free in the west hills

If this life was meant for proving
I could use more years to live
But fifteen in a guardhouse
That's more than I'm willing to give
And if there really is a judgement
When He pulls my chart
He'll reject my actions
But He will know my heart
And he'll prepare a place for me
Where happiness instills
And the light puts its loving hands on my head
Free in the west hills
They got me for possession of enough to kill the horses that run

Free in the west hills
Free in the west hills
Free, free in the west hills, in the west hills, in the west hills"
293,Quiet Town - Abridged,The Killers,Pressure Machine (Abridged),https://i.scdn.co/image/ab67616d0000485130cfd1f4e913506fbe6960ac,124,6B,"A couple of kids got hit by a Union Pacific train
Carrying sheet metal and household appliances through the pouring rain
They were planning on getting married after graduation
Had a little baby girl, trouble came and shut it down
Things like that ain't supposed to happen

In this quiet town, families are tight
Good people, they still don't deadbolt their doors at night
In this quiet town

When we first heard opioid stories, they were always in whispering tones
Now banners of sorrow mark the front steps of childhood homes
Parents wept through daddy's girl eulogies
And merit badge milestones with their daughters and sons
Laying there lifeless in their suits and gowns
Somebody's been keepin' secrets

In this quiet town, they know how to live
Good people who lean on Jesus, they're quick to forgive
In this quiet town

Now whenever I'm near the town I'll find some reason to give
And I will walk with the dead and the living where I used to live
And every time I see my parents in the prime of their lives
Offering their son the kind of love he could never put down
Well, part of me is still that stainless kid, lucky

In this quiet town, salt of the land
Hard-working people, if you're in trouble, they'll lend you a hand
Here in this quiet town

The first crop of hay is up
School let out and the sun beats down
Smoke billows from a Sunday train
That cries away from a quiet town"
294,Terrible Thing - Abridged,The Killers,Pressure Machine (Abridged),https://i.scdn.co/image/ab67616d0000485130cfd1f4e913506fbe6960ac,101,5B,"The parking lot is rammed with shotgun pickup trucks
At the Jones Rubber plant where all the guys end up
Beer-drinking boy scouts living life like they ain't stuck
On these quicksand streets with their girls in a sling
I'm in my bedroom on the verge of a terrible thing

Around here, we all take up our cross and hang on His holy name, But the cards that I was dealt will get you thrown out of the game
Hey momma, can't you see your boy is wrapped up in the strangle silk
Of this cobweb town where culture is king?
I'm in my bedroom on the verge of a terrible thing

I close my eyes and think of the water
Out at the Salt Creek when I was young

Down at Old Mill Park, half the town's in tow
To crown the Bathing Beauty of the rodeo
While her mother fights back proud tears a young cowboy gives the nod
The chute opens, bull draws blood, and the gift is accepted by God
The chute opens, bull draws blood, and the gift is accepted by God
In this barbed wire town of barbed wire dreams
I'm in my bedroom on the verge of a terrible thing

I close my eyes and think of the water
Out at the Salt Creek when I was young
I close my eyes and think of the water
Out at the Salt Creek when I was young"
295,Cody - Abridged,The Killers,Pressure Machine (Abridged),https://i.scdn.co/image/ab67616d0000485130cfd1f4e913506fbe6960ac,98,4B,"Cody says he didn't start the fire
His parents know he probably did
He's always playing with a light
He's just a different kind of kid
And Cody says He didn't raise the dead
Says ""religion's just a trick
To keep hard-working folks in line.""
He says it makes his stomach sick

So who's gonna carry us away?
Eagles with glory-painted wings?
We keep on waiting for the miracle to come
Pour down the mountain like a heaven-fed stream

Cody's always got one on the line;
He likes to walk 'em by the wrist
He does his pulling with his eyes
He does his talking with his fists
Bottle rockets on an August night
Raid the coolers in the trucks
If we're lucky we'll get loud and we'll drink
Whiskey from a plastic jug

So who's gonna carry us away?
Eagles with glory-painted wings?
We keep on waiting for the miracle to come
Fall from the firmament and give us nice things
Round and round it goes
Where it stops, nobody knows, nobody knows

So who's gonna carry us away?
Eagles with glory-painted wings?
We keep on waiting for the miracle to come
Roll down the mountain to the sound of sad strings
We keep on waiting for the miracle
For the miracle
We keep on waiting for the miracle
For the miracle"
296,Sleepwalker - Abridged,The Killers,Pressure Machine (Abridged),https://i.scdn.co/image/ab67616d0000485130cfd1f4e913506fbe6960ac,138,6B,"Hey, sleepwalker, don't you miss the way
Wildflowers paint the western hills?
Or the first autumn whisper mid-September brings
And the glowy excitement that it builds?

Everyone is afraid of something
Even the strongest man alive
Hey, sleepwalker, we went walking in the western hills
And we picked you wildflowers
You gotta open your eyes

Hey, dreamcatcher, come out and see the leaves
The mountainside's all watermelon red
Soon enough, they're gonna rust and fall
Leave the mountainside cold and bare
But when the longer days of sun appear
They'll be rising like an answered prayer and I know that

Everyone is afraid of losing
Even the ones that always win
Hey sleepwalker, when the mountain comes back to life
It doesn't come from without
It comes from within

The hills are barren, but we look for what's to come:
Sweeter skies and longer days of sun
When you wake up, I'll be standing in the line
To kiss your eyes and wipe the tears from mine

'Cause everyone is afraid of something
Even the strongest man alive
Hey, sleepwalker, Western Bluebells and Painted Cups are getting ready to rise
It's time to begin
It doesn't come from without
It comes from within"
297,Runaway Horses (feat. Phoebe Bridgers) - Abridged,"The Killers, Phoebe Bridgers",Pressure Machine (Abridged),https://i.scdn.co/image/ab67616d0000485130cfd1f4e913506fbe6960ac,129,11B,"Oh my heck, so
Yeah, the youth stampede
I mean, that's a tradition for sure
Um, one year we were- it was raining all, like, stampedes
And this horse come out
And everyone, you know, said it was supposed to be the best
And it fell in the mud and
Mean, you could see its leg just totally snapped
It was just hanging there
And the girl, you know, laid do-
It was the saddest thing, I mean
I think most of the crowd was crying
She sat up and laid over her horse
And just cried and hugged her horse
And, 'cause she knew that
You know, that was her last moments with that horse

Small town girl
Coca-Cola grin, honeysuckle skin
Born beneath the ruddy sign of a strawberry moon
Small town girl
Shows up for her friends, crazy 'bout the bends
I was there when she first put away childish things

We had spring in our heels
Unwavering forces
Head first into the unknown

Like runaway horses
In a fever till the end
And every step is a silver prayer
In the face of a hard wind

You traded school
For wedding rings and rent, invitations sent
Of you and him by a barn out on the edge of town
Small town girl
Put your dreams on ice, never thinking twice
Some you'll surely forget and some that you never will

There was a promise in our stride
But we changed courses
Head first into the unknown

Like runaway horses
In a fever till the end
And every step is a silver prayer
In the face of a hard wind

Like runaway horses
It's a long way back home again
When every step is a silver prayer
In the face of a hard wind"
298,In The Car Outside - Abridged,The Killers,Pressure Machine (Abridged),https://i.scdn.co/image/ab67616d0000485130cfd1f4e913506fbe6960ac,150,1B,"I'm in the car, I just needed to clear my head
She's in the house with the baby crying on the bed
She's got this thing where she puts the walls so high
It doesn't matter how much you love
It doesn't matter how hard you try

We got a place with a fence and a little grass
I put this film on the windows, and it looks like chapel glass
But when she turns, it's like the shadow of the cross don't cast
No blessing over our lonely life
It's like waiting for a train to pass, and I don't know when it'll pass

But I remember when she used to set the room on fire
With her eyes, swear to God
It's like a flood of grief and sorrow from a haunted life
When she cries, like a train, it's a lot

I dropped a line to a flickering high school flame
We laughed about all the ways that our lives had changed
She's up the road, about 35 miles north
Got two little boys in school, just had a real bad divorce
And in a moment of weakness

I told her if she ever needed a helping hand
I would lend, swear to God
It's like the part of me that's screaming not to jump gets lost
In the sound of the train, it's a lot

Trying hard
Not to care
Swear to God"
299,In Another Life - Abridged,The Killers,Pressure Machine (Abridged),https://i.scdn.co/image/ab67616d0000485130cfd1f4e913506fbe6960ac,120,6B,"Is this the life you chose yourself
Or just how it ended up?
Is that the yard you pictured when
You closed your eyes and dreamed
Of children in the grass running through the sprinklers?
Being somebody's wife?
Or were you living in another life?

When will I make it home?
When I damn well feel like driving
Down these empty streets
That burn though our birthright

I passed a couple of kids holding hands in the street tonight
They reminded me of us in another life
Am I the man of your desire?
Or just a guy from your hometown?
Are these the arms that you saw when you
Pictured yourself wrapped around?
Baby, I can vouch for the hopeless dreamer
When you look at me, am I the man you hoped I'd be?

When will I make it home?
When that jukebox in the corner
Stops playing country songs of stories that sound like mine

I spent my best years laying rubber on a factory line
I wonder what I would've been in another life
In another life
In another life
In another life"
300,Desperate Things - Abridged,The Killers,Pressure Machine (Abridged),https://i.scdn.co/image/ab67616d0000485130cfd1f4e913506fbe6960ac,107,9B,"She was doing 60 in a 35
I hit the lights and pulled her over
When I reached the window of the driver side
There was blood from her mouth
Dry on her shoulder

I've never had much patience for guys that hit
For more than just obvious reasons
I asked if she wanted me to take him in
She laughed it off like lemonade

When you're in love
You can be blinded by your own heart
You'll bend your own truth
So twisted up you could justify sin

And when people in love
Are desperate enough
To abandon their dreams
People do desperate things

I've been taking lunch breaks at her work
When the restaurant ain't too crowded
She knows me and my wife got a little girl
We don't talk too much about it

The other night she met me way out west
Things went further than they should have
When she undid the buttons of her dress
I didn't stop her, but I could have

When you're in love
You can be blinded by your own heart
You'll bend your own truth
So twisted up you could justify sin

But when people in love
Are desperate enough
To abandon their dreams
People do desperate things

I know where he drinks most every night
It's our local hero sports bar
I've got him cuffed and sweating cold
In the back of my patrol car

You forget how dark the canyon gets
It's a real uneasy feeling
I've never had much patience for guys who hit
For more than just obvious reasons

When you're in love
You can be blinded by your own heart
You'll bend your own truth
So twisted up you could justify sin

But when people in love
Are desperate enough
To abandon their dreams
People do desperate things"
301,Pressure Machine - Abridged,The Killers,Pressure Machine (Abridged),https://i.scdn.co/image/ab67616d0000485130cfd1f4e913506fbe6960ac,102,2B,"Hope'll set your eyes agleam
Like four feet dangling in the stream
But the Kingdom of God, it's a pressure machine
Every step, gotta keep it clean
A mattress on a hardwood floor
Who could ever ask for more?
I'll get up and cut the grass
Ain't nothing wrong with working class

I, I don't remember the last time you asked how I was
Don't you feel the time slipping away?
It ain't funny at all
It's gonna break your heart one day

Keep the debt cloud off the kids
Only sunshine on their lids
Jiminy Cricket and Power Wheels
And memories of Happy Meals
Sometimes I look at the stars
And think about how small we are
Sweating it out in the pressure machine
Good till the last drop

Why don't you say little things?
Butterflies don't just dance on a string
It feels like you clipped all their wings
And every year goes by faster than the one before

We've had that treadmill now for months
I think she might've used it once
If I shut my mouth and keep the peace
She'll cook my eggs in bacon grease
Life'll grow you a big red rose
Then rip it from beneath your nose
Run it through the pressure machine
And spit you out a name tag memory"
302,The Getting By - Abridged,The Killers,Pressure Machine (Abridged),https://i.scdn.co/image/ab67616d0000485130cfd1f4e913506fbe6960ac,117,11B,"When I get up, she swears that she don't hear it
Says that I'm as quiet as a mouse
I comb my hair and throw some water on my face
And back out of the stillness of our house
Lately, my patience is in short supply
Nothing good seems to ever come from all this work
No matter how hard I try

You know I believe in the Son, I ain't no backslider
But my people were told they'd prosper in this land
Still, I know some who've never seen the ocean
Or set one foot on a velvet bed of sand
But they've got their treasure laying way up high
Where there might be many mansions
But when I look up, all I see is sky

Maybe it's the getting by that gets right underneath you
It'd swallow up your every step, boy, if it could
But maybe it's the stuff it takes to get up
In the morning and put another day in, son
That holds you till the getting's good
Green ribbon front doors, dishwater days
This whole town is tied to the torso of God's mysterious ways

Maybe it's the getting by that gets right underneath you
It'd swallow up your every step, boy, if it could
But maybe it's the stuff it takes to get up
In the morning and put another day in, son
That keeps you standing where you should
So put another day in, son, and hold on till the getting's good"
303,boy,The Killers,boy,https://i.scdn.co/image/ab67616d00004851ece8b168e1daa086c53b447b,128,6B,"Just give yourself some time

Head down, wrong fit
Big deal, that's just growing up
Untouched, sixteen, don't overthink it, boy
White arrows will break

The black night (boy, boy, boy)
But don't overthink it, boy (boy, boy, boy)

And when you're out on the ledge
Please come down, boy
There is a place that exists
Just give it some time
Drawn arrows unseen will fly

Heatwave, slow lane
A small town, only diesels dance
These streets weren't meant to house
Jet-fueled engine dreams
White arrows will blast the black night

And when you're out on the ledge
Please come down, boy
There is a place that exists
Just give it some time

Home-drawn arrows unseen will fly
And break the black night

But don't overthink it, boy
(Boy, boy, boy)"
304,Your Side of Town,The Killers,Your Side of Town,https://i.scdn.co/image/ab67616d000048515a8b91241026a17980295e7d,113,3A,"If I could put my arms around you
Would you remember how it feels
To bask in the glow of my protection?
Stumble and fall head over heels
If I could only find the right words
I'd sweep you off your feet again
You cut the power, but mine is raging
A dreamer till the end

I'm hanging on your side of town
I notice when you're not around
Can't keep my cool, I'm burning inside
A broken heartbeat, barely alive

And it's harder to breathe
'Cause I couldn't make you believe
What's written in the heavens above
Can't be denied, it's bigger than love

The streets are dripping with decisions of a quiet kind
Hallucinations on the shoulder of the borderline
With my experience, I'm better off just backing down
Instead of tripping through the pages of your side of town

Serrated edges of the blade are scraping over the leather
I guess we couldn't keep it together
I thought we had it covered forever

I'm hanging on your side of town
I notice when you're not around
Can't keep my cool, I'm burning inside
A broken heartbeat, barely alive

And it's harder to breathe
'Cause I couldn't make you believe
What's written in the heavens above
Can't be denied, it's getting harder to breathe
'Cause I couldn't make you believe
What's written in the heavens above
Can't be denied, it's
Bigger than love"
305,Bright Lights,The Killers,Bright Lights,https://i.scdn.co/image/ab67616d000048517019e697187ebca73a6f10d4,168,4B,"Standing in darkness
With empty hands
I still know how to use 'em but the miles made other plans
Running out of highway
Shorter on time
Feel the dead weight deepen and the devil comin' down the line

The dashboard shaking
I steady the wheel
And I make every turn by memory, by feel
Towards a black horizon
An unbroken dawn
Will this endless stretch of desert road get me back where I belong?

Will you turn the bright lights on?
Baby, turn the bright lights on
'Cause I haven't forgotten where it is I'm from
Look out your window for me, here I come
Will you turn the bright lights on?
Baby, turn the bright lights on
Put me back on the corner to sing my song
I'm a shoo-in tonight, turn the bright lights on

I carried my own weight
And then some too
There are things I would change, but it ain't worth going through
Maybe I'm tapped out
Or just plain old tired
Tonight the charge is reading low, but I'm still hard-wired

Will you turn the bright lights on?
Baby, turn the bright lights on
'Cause I haven't forgotten where it is I'm from
Look out your window for me, here I come
Will you turn the bright lights on?
Baby, turn the bright lights on
Put me back on the corner to sing my song
I'm a shoo-in tonight, turn the bright lights on

Turn the bright lights on

Will you turn the bright lights on?
Will you turn the bright lights on?
Will you turn the bright lights on?
Will you turn the bright lights on?
Will you turn the bright lights on?
Will you turn the bright lights on?
Will you turn the bright lights on?
Will you turn the bright lights on?
Will you turn the bright lights on?

Will you turn, will you turn
Will you turn the bright lights on?

Will you turn, will you turn the bright

You know I think it's gonna be alright
You know I think it's gonna be alright
You know I think it's gonna be alright
You know I think it's gonna be alright
Tonight, tonight, tonight, yeah

You know I think it's gonna be alright
You know I think it's gonna be alright
Just take me back and let me sing my song
Turn the bright lights on

Turn the bright lights on

Turn the bright lights on"
306,Is This It,The Strokes,Is This It,https://i.scdn.co/image/ab67616d00004851a388a3f20d1bf2123249cc79,96,7B,"Can't you see I'm trying? I don't even like it
I just lied to get to your apartment
Now I'm staying there just for a while
I can't think 'cause I'm just way too tired

Is this it?
Is this it?
Is this it?

Said they'd give you anything you ever wanted
When they lied, I knew it was just stable
Children trying hard not to realize
I was sitting right behind you

Dear, can't you see? It's them, it's not me
We're not enemies, we just disagree
If I was like him, all pissed in this bar
He changes his mind, says I went too far
We all disagree, I think we should disagree, yeah

Is this it?
Is this it?
Is this it?

Can't you see I'm trying? I don't even like it
I just lied to get to your apartment
Now I'm staying there just for a while
I can't think 'cause I'm just way too tired"
307,The Modern Age,The Strokes,Is This It,https://i.scdn.co/image/ab67616d00004851a388a3f20d1bf2123249cc79,146,10B,"Up on a hill, here's where we begin
This little story, a long time ago
Start to pretend, stop pretending
It seems this game is simply never-ending

Oh, in the sun, sun, having fun, it's in my blood
I just can't help it
Don't want you here right now, let me go
Oh, let me g-g-g-g-g-g-g-go

Leaving just in time, stay there for a while
Rolling in the ocean, trying to catch her eye
Work hard and say it's easy, do it just to please me
Tomorrow will be different, so I'll pretend I'm leaving

I feel so different now, we trained at A-V-A
I wish you hadn't stayed, my vision's clearer now but I'm unafraid
Flying overseas, no time to feel the breeze
I took too many varieties

Oh, in the sun, sun, having fun, it's in my blood
I just can't help it
Don't want you here right now, let me go, woo!
Darling, let me g-g-g-g-g-g-g-go

Leaving just in time, stay there for a while
Rolling in the ocean, trying to catch her eye
Work hard and say it's easy, do it just to please me
Tomorrow will be different, so this is why I'm leaving"
308,Soma,The Strokes,Is This It,https://i.scdn.co/image/ab67616d00004851a388a3f20d1bf2123249cc79,149,8B,"Soma is what they would take when
Hard times opened their eyes
Saw pain in a new way
High stakes for a few names
Racing against sunbeams
Losing against fig trees
In your eyes

And I am
Stop
And go
In your eyes
See, I am
Stop
And go
In your eyes

Let's go

When I saw her for the first time
Lips moved as her eyes closed
Heard something in his voice
""And I'll be there,"" he says
Then he walks out
Somehow he was trying
Too hard to be like them

And I am
Stop
And go
In your eyes
And I am
Stop
Oh, darling let me go

Tried it once and they liked it
And tried to hide it
Says, ""I've been doing this twenty-five years""
Well, I'm not listening no more
And these friends, they keep asking for more
Oh, yeah, oh, but that's it"
309,Barely Legal,The Strokes,Is This It,https://i.scdn.co/image/ab67616d00004851a388a3f20d1bf2123249cc79,158,8B,"I didn't take no shortcuts
I spent the money that I saved up
Oh, mama running out of luck
But like my sister, don't give a fuck
I wanna steal your innocence
To me, my life, it don't make any sense
These strange manners, I love 'em so
Why won't you wear your new trenchcoat?

I should have worked much harder
I should have just not bothered
I never show up on weekdays
And something that you learned yesterday
Drive you to work and you'll be on time
These little problems, they're not yours, they're mine
Come on, listen to what I say
I've got some secrets that'll make you stay

I just want to turn you down
I just want to turn you around
Oh, you ain't never had nothing I wanted, but
I want it all, I just can't figure out
Nothing

And all together, it went well
We made pretend, we were best friends
Then she said, ""Oh, you're a freak""
They ordered me to make mistakes
Together again, like the beginning
It all works somehow in the end
The things we did, the things you hide
But for the record, it's between you and I

Oh, I didn't take no shortcuts
I spent the money that I saved up
Oh, mama running out of luck
And like my sister, don't give a fuck
I wanna steal your innocence
To me, my life, it just don't make any sense
Oh, strange manners, I love 'em so
Why won't you wear your new trenchcoat?

I just want to misbehave
I just want to be your slave
Oh, you ain't never had nothing I wanted, but
I want it all, I just can't figure out
Nothing

And all together, it went well
We made pretend, we were best friends
Then she said, ""Oh, I can wait""
They ordered me to make mistakes
Together again, like the beginning
It all works somehow in the end
The things we did, the things you hide
But for the record, it's between you and I"
310,Someday,The Strokes,Is This It,https://i.scdn.co/image/ab67616d00004851a388a3f20d1bf2123249cc79,106,11B,"In many ways, they'll miss the good old days
Someday, someday
Yeah, it hurts to say, but I want you to stay
Sometimes, sometimes
When we was young, oh man, did we have fun
Always, always
Promises, they break before they're made
Sometimes, sometimes

Oh, Maya says I'm lacking in depth
I will do my best
You say you wanna stand by my side
Darling, your head's not right
I see alone we stand; together we fall apart
Yeah, I think I'll be alright
I'm working so I won't have to try so hard
Tables, they turn sometimes
Oh, someday
No, I ain't wasting no more time

Trying, trying

And now my fears, they come to me in threes
So I sometimes
Say, ""Fate, my friend, you say the strangest things
I find sometimes""

Oh, Maya says I'm lacking in depth
Shit, I will try my best
You say you wanna stay by my side
Darling, your head's not right
I see alone we stand; together we fall apart
Yeah, I think I'll be alright
I'm working so I won't have to try so hard
Tables, they turn sometimes
Oh, someday
I ain't wasting no more time"
311,"Alone, Together",The Strokes,Is This It,https://i.scdn.co/image/ab67616d00004851a388a3f20d1bf2123249cc79,143,9B,"No choice now, it's too late
Let him go, he gave up
I gave up
Lisa said, ""Take time for me""
Dropping him down to his knees
Ah, chest down

Take me away
See I've got to explain
Things, they have changed
In such a permanent way
Life seems unreal
Can we go back to your place?
Oh, ""You drink too much""
Makes me drink just the same

People tried. Felt so right
Giving themselves good advice
Looking down sometimes felt nice

He knows it's justified to kill to survive
He then, in dollars, makes more dead than alive
Let's suck more blood, let's run three hours a day
The world is over but I don't care
'Cause

I am with you
Now I've got to explain
Things, they have changed
In such a permanent way
Life seems unreal
Can we go back to your place?
""You drink too much""
Makes me drink just the same

The first time, it happened too fast
The second time, I thought it would last

We all like it a little different"
